,posivite_score,bias_score,text
0,0.8981442451477051,0.7962884902954102,"Miaoya, or ""fabulous duck"", is not a dish you can eat, but its developers are hoping it will prove to be a recipe for profits all the same."
1,0.4293749034404754,0.14125019311904918,"The AI-powered app, developed by Weixu Network Technology, has gone viral in China by making it cheap and easy for users to generate stylized, AI-embellished photos of themselves dressed in office suits, high school uniforms, or ancient costumes."
2,0.3127548992633819,0.3744902014732362,"Users need to first upload more than 20 photos to the app, and then queue virtually for a few hours to get the results. But the quality of the portraits is worth the time and effort, especially for the price: a onetime downloading fee of 9.9 yuan ($1.36), whereas a comparable real-life studio photo shoot could cost upward of 500 yuan."
3,0.5575368404388428,0.11507368087768555,"Chinese consumers may not have easy access to leading platforms like OpenAI's ChatGPT, but that hasn't stopped them from embracing AI technology."
4,0.6518984436988831,0.3037968873977661,"Firms including app makers, productivity software developers and self-driving car companies have all joined the fray by launching AI-powered products or services. But a fundamental question facing the AI sector in China and elsewhere is how these novel and still imperfect technologies can be monetized. It's also a question weighing on the minds of Chinese investors, as the recent AI frenzy in the local stock market cools."
5,0.3908884227275848,0.21822315454483043,"China faces several challenges in the global AI race. Not least is the United States' ban on exports of the leading-edge semiconductors needed to power the fastest and most advanced AI solutions. The resulting supply chain bottlenecks will be a fixed hurdle for developing better foundation models (large language models like OpenAI's GPT). On the other hand, Chinese firms arguably have an edge over their foreign competitors when it comes to the massive amount of data they are able to access with comparative ease from consumers and other sources in China — although this could change if data privacy rules are tightened or consumers grow less willing to hand over their personal data."
6,0.3998930156230926,0.2002139687538148,"To see big data being put to work in China, consider autonomous vehicles. In the Beijing suburb of Yizhuang, a sprawling 60-square-kilometer area south of the city center, a fleet of taxis operated by Baidu Inc picks up and drops off passengers just like a normal taxi ride. The main difference is that the human in the driver's seat is not a driver, but a ""safety supervisor"" who only touches the steering wheel when absolutely necessary. According to Baidu, its robo-taxi service has offered more than 3.3 million rides in China. And now the service is in the midst of a technological upgrade: the tech giant has recently started deploying fully autonomous taxis — with no human staff inside — in four cities including Beijing."
7,0.8884561061859131,0.7769122123718262,New gold rush?
8,0.4008192420005798,0.19836151599884044,"Dazzling applications aside, AI developers need to eventually turn a profit to grow a sustainable industry. While there are many differences between the global AI rush in 2023 and the California gold rush in 1848, one thing is similar: selling ""picks and shovels"" is the surest way to make money. Hardware is the prerequisite to building and deploying AI applications."
9,0.4786782264709472,0.04264354705810558,"For now, hardware makers offer the most visibility in how to turn AI-related demand into profits. Although Chinese mainland's graphic processing units can't compete with those from overseas suppliers, manufacturers of servers and printed circuit boards may see increasing demand driven by the shift to AI solutions. At the infrastructure layer, the growing need for training and running LLMs will benefit hyper-scalers, or firms that provide large-scale data centers or cloud servers where these exponentially growing calculations will take place."
10,0.6620248556137085,0.324049711227417,"Governments will also have a big say in how quickly AI rolls out. So far, Chinese policymakers have generally been supportive of the AI boom boosting economic productivity. The government recently introduced regulations on generative AI, becoming one of the first countries in the world to regulate the nascent technology. The rules are in general less strict than some expected. But there are still questions over how the authorities will regulate the sector as it matures and develops."
11,0.7295650839805603,0.4591301679611206,"Finally, compared with hardware, the monetization path for software companies is less clear. In market segments facing intense competition, like consumer apps, copycats will put downward pressure on profit margins for innovators who shoulder huge computing costs. Chinese consumers may be less willing to pay for software solutions than their counterparts in the US or other markets. Despite these risks, we believe China's AI consumer apps may be better placed to monetize than enterprise apps, given the size and ease of access to the consumer base, and how accustomed people are to adopting new digital solutions. There may, of course, be unique setbacks along AI's development path in China, but these are a feature, not a bug, of innovation."
12,0.7770122289657593,0.5540244579315186,The views do not necessarily reflect those of China Daily.
13,0.8386690020561218,0.6773380041122437,"Tina Tian is an analyst and portfolio manager at Fidelity International, a global asset manager. Jonathan Tseng is a senior analyst and Frank Wan is an investment analyst at the company."
14,0.4361188411712646,0.12776231765747081,"China's consumer electronics market is expected to gain growth momentum, with total revenue reaching 2.3 trillion yuan ($315.7 billion) in 2024, an increase of 5 percent year-on-year, fueled by the rapid development of devices utilizing the internet of things and artificial intelligence technology, according to a white paper released by market research company GfK."
15,0.4322803616523742,0.13543927669525158,"China's economy is on an upward trajectory, while the consumer electronics sector has reached an ""inflection point"" and is set to rebound, the white paper said, adding that increasing demand from consumers and technological innovation will result in the continued growth of China's consumer electronics industry."
16,0.6323191523551941,0.2646383047103882,"The meteoric rise of ChatGPT, a chatbot developed by US-based AI company OpenAI, has brought significant impacts to many industries. Therefore, AI-enabled consumer electronics devices, such as virtual reality and augmented reality, are predicted to experience explosive growth, it noted."
17,0.3001102209091186,0.3997795581817628,"Frankie Lee, vice-president of marketing at Nielsen IQ GfK Asia-Pacific, told China Daily that the IoT market is recovering quickly, with wireless earbuds and smartwatches starting to recover earlier than smartphones."
18,0.4611151218414306,0.07776975631713878,"""With the launch of AI large language models, it is clear that the scenarios of AI applications have changed from personal computers to other IoT devices, including smartphones, smart speakers and smart home devices,"" Lee said, adding that the development in IoT devices and AI will further accelerate the upgrading of the whole consumer electronics industry."
19,0.4201599657535553,0.1596800684928894,"The domestic consumer electronics market is projected to see a steady recovery in 2023, with total retail sales increasing by about 11 percent year-on-year in the second half, with the growth rate of this segment likely to reach 4 percent this year, according to the white paper."
20,0.4932649135589599,0.01347017288208019,"Lee said Chinese consumer confidence had returned to its highest level since the COVID-19 pandemic, and the economic situation of Chinese households had generally improved in the past six months, according to GfK's survey of consumer confidence in China in May."
21,0.7534561157226562,0.5069122314453125,"""We noticed that consumers are more likely to buy products with better durability than they did before the pandemic. Comparatively speaking, Chinese consumers are more inclined to buy consumer electronics products than the average global consumers,"" Lee said."
22,0.7422799468040466,0.48455989360809326,"Against the backdrop of sluggish global economic recovery, consumers look for innovation to free up time and are pursuing a flexible lifestyle. According to GfK consumer research data, 41 percent of consumers worldwide are willing to pay more for products that make life easier."
23,0.6970624327659607,0.3941248655319214,"In addition, GfK predicts that China will transform from a follower to a leader, eventually taking the leading position in technological innovation in the next decade. Connected devices powered by 5G and smart applications enabled by AI and artificial intelligence of things have become the most powerful drivers for innovation and growth in the consumer electronics industry."
24,0.8657276034355164,0.7314552068710327,"""Chinese brands have shown the potential to lead the industry not only in mature categories such as smartphones, but also in new categories of hardware products, such as AIoT, robot vacuum cleaners and AR and VR,"" GfK added."
25,0.9047399759292604,0.8094799518585207,Chinese consumer electronics manufacturers have accelerated efforts to integrate AI chatbots into their products and services in hopes of providing a better human-machine interaction experience.
26,0.8295748829841614,0.6591497659683228,"For instance, Midea Group, based in Foshan, Guangdong province, is among the first batch of partners for Ernie Bot, a ChatGPT-like AI chatbot launched by Chinese tech heavyweight Baidu Inc in March. Midea will bolster the upgrade of human-machine conversation abilities in the smart home sector by using cutting-edge generative AI technology."
27,0.7844037413597107,0.5688074827194214,"The emergence of new AI technologies will better facilitate the conversational interaction between human beings and electronic devices, and speed up the digital and intelligent transformation of China's consumer electronics industry, said Liu Fei, research director of the consumer electronics department at Beijing-based market consultancy All View Cloud."
28,0.8379241824150085,0.6758483648300171,"Liu said the iteration and upgrade of product functions and technologies will stimulate consumers' purchasing appetites and create new revenue growth drivers for companies. The move also demonstrates the continuous exploration of large language models in the scenario of intelligent content production, he added."
29,0.6283313632011414,0.2566627264022827,"China will step up efforts to develop future industries and cutting-edge technologies, in order to offer greater vitality for global industrial development and economic growth, government officials, company executives and industry experts said on Sunday."
30,0.7114577889442444,0.42291557788848877,"They made the remarks at a session of the Hongqiao International Economic Forum during the sixth China International Import Expo in Shanghai. The session focused on future industries, which mainly refer to emerging sectors including artificial intelligence, humanoid robots and the industrial internet."
31,0.7503242492675781,0.5006484985351562,"Xin Guobin, vice-minister of industry and information technology, said China will promote the research and development of cutting-edge technologies to create an innovation collaboration circle globally."
32,0.773032009601593,0.546064019203186,"He emphasized that more efforts will also be made to develop future industries to promote the upgrading of traditional industries, especially the integration of AI and metaverse with manufacturing."
33,0.872387707233429,0.7447754144668579,"""China welcomes global partners, including international R&D institutions, to jointly promote new technological breakthroughs and create a global source of innovation,"" Xin said."
34,0.9124667644500732,0.8249335289001465,"""We will also give full play to the role of bilateral and multilateral cooperation mechanisms to deepen exchanges and mutual trust in policy standards and rules, and strengthen global digital governance,"" he added."
35,0.6941289901733398,0.3882579803466797,"For more global cooperation on technology and related policies, Craig Allen, president of the US-China Business Council, said at the session that an integrated technology ecosystem could create value on a global scale."
36,0.7301887273788452,0.46037745475769043,"""Innovative capabilities and large domestic markets of both the US and China offer great potential for bilateral cooperation, especially in science, public health and the green technology sector,"" he said."
37,0.4572438299655914,0.08551234006881725,"Allen noted that the United States is home to many of the companies that lead global innovation and technology development, while China has seen dramatic growth since its reform and opening-up and enabled world-class innovations."
38,0.63627028465271,0.2725405693054199,"""Collaboration at the company level could provide the types of new technology that we need to address daunting challenges of climate change, public health and feeding a hungry world,"" he said."
39,0.4024574160575866,0.19508516788482677,"According to the Ministry of Industry and Information Technology, China has made breakthroughs in cutting-edge technologies like AI large language models and brain-computer interfaces. The country also aims to boost its aggregate computing power, a key technology driving AI application, by more than 30 percent by 2025."
40,0.7220103144645691,0.4440206289291382,"Buoyed by such momentum, Chinese companies are also stepping up efforts in developing cutting-edge technologies and future industries and strive to promote more industrial applications of such technologies."
41,0.8000278472900391,0.6000556945800781,"As ChatGPT from Open AI, a US company, takes the tech world by storm, Jia Jiaya, founder of smart manufacturing company SmartMore, said the Chinese company didn't follow the trend blindly."
42,0.6453520655632019,0.2907041311264038,"""We found that GPT-4 is less efficient in the industrial sector and it is where we found opportunities,"" Jia said. His company developed industry GPT, one of the first in the industrial sector, which aims to leverage the large language model to drive the efficiency of industrial sectors."
43,0.863371729850769,0.7267434597015381,"""No large language model in the world can serve high-end manufacturing currently, and we hope that Chinese companies can develop such large language models to enable frontier technologies to empower industries,"" he added."
44,0.6621097922325134,0.32421958446502686,"Jin Zhuanglong, minister of industry and information technology, said in an interview with China Central Television on Saturday that technologies such as AI can empower China's new industrialization push, and their applications in industries such as manufacturing, healthcare and the metaverse will be an important symbol of a new round of technological revolution and industrial transformation."
45,0.8044286966323853,0.6088573932647705,"The country will step up research on future-oriented technologies such as AI and introduce industrial policies to encourage local governments to take the lead in piloting its applications, he said."
46,0.7240082025527954,0.4480164051055908,"Jin said that in the first three quarters of this year, China's industrial economy stabilized and rebounded, showing a positive trend of recovery, and more efforts will be made to unleash the vitality of enterprises for more positive momentum of economic recovery."
47,0.5180245637893677,0.03604912757873535,"If foreigners learning Chinese think the modern language is difficult to grasp, they should be glad they don't have to learn classical Chinese. Ancient texts are far more challenging, and not easy for even native Chinese speakers to decipher."
48,0.6158732771873474,0.23174655437469482,"Thankfully, a team of researchers from the South China University of Technology has made such work easier. The team has developed a large, artificial intelligence-powered language machine that automatically translates ancient Chinese texts into modern language."
49,0.734456479549408,0.4689129590988159,"The team won first prize in the international ancient Chinese machine translation contest during the Machine Translation Summit 2023 held in the Macao Special Administrative Region in September. The system could help enhance people's understanding of Chinese history and promote traditional Chinese culture, said Jin Lianwen, the professor who led the research team in their work at the university's deep learning and vision computing lab."
50,0.5638207793235779,0.12764155864715576,"It could also help with data mining and analysis, and intelligent development and application related to ancient texts and relics, he said."
51,0.2151622921228408,0.5696754157543185,"The massive system requires powerful computing capacity, which was a huge hurdle the team had to overcome during its research, Jin said, adding that the team received multiple graphic processing unit servers from a cooperating company."
52,0.6384849548339844,0.27696990966796875,"The machine translation is meant to provide classical Chinese enthusiasts with a convenient way to gain a general understanding of ancient texts, with Jin saying that authoritative publications should be the go-to sources for precise translations."
53,0.4108653366565704,0.17826932668685924,"The major challenge in robotic ancient language translation was the lack of high-quality ancient language data, Li Bin, an associate professor in the linguistic technology department at Nanjing Normal University, told a seminar at the summit."
