,posivite_score,bias_score,text
0,0.8947067856788635,0.789413571357727,"Jewish community leaders and celebrities are scheduled to speak at the event, which comes amid heightened tension around the world over the ongoing Israel-Hamas war and an unprecedented surge in antisemitic incidents in the US."
1,0.6866776347160339,0.37335526943206787,"“The March for Israel will be an opportunity for all Americans to come together in solidarity with the people of Israel, to demonstrate our commitment to America’s most important ally in the Middle East, to condemn the rising trend of antisemitic violence and harassment, and to demand that every hostage be immediately and safely released,” organizers said in a statement."
2,0.5325571298599243,0.06511425971984863,"The Department of Homeland Security has determined the event will require “extensive federal interagency support,” according to law enforcement sources."
3,0.4753115475177765,0.04937690496444702,"The agency has deemed the march a “Level 1” security event, the highest in its ranking system, which takes into account national importance, potential threats and the level of resources required to ensure public safety, the sources said."
4,0.4057145714759826,0.18857085704803478,"There are no credible threats or counter demonstrations identified for the Tuesday’s march, according to a US Capitol Police intelligence assessment obtained by CNN."
5,0.6020748019218445,0.20414960384368896,"The Level 1 designation allows the federal government to fill possible gaps in local security, including explosive detection, cyber risk assessments and venue screening."
6,0.5056394934654236,0.011278986930847168,DC Mayor Muriel Bowser said the National Guard will be on site to assist local police.
7,0.7501038312911987,0.5002076625823975,"The march will take place from 1 to 3 p.m., with gates opening at 10 a.m. Organizers include the Jewish Federations of North America and the Conference of Presidents of Major American Jewish Organizations."
8,0.6661509275436401,0.3323018550872803,"American support for Israel is critical, said Eric D. Fingerhut, president and CEO of the Jewish Federations of North America."
9,0.3727964162826538,0.2544071674346924,"“On October 7th, merciless Hamas terrorists launched the deadliest attack on Israel in its 75-year history, brutally murdering the most Jewish people in a single day since the Holocaust,” Fingerhut said in a written statement."
10,0.1092690527439117,0.7814618945121766,"Hamas launched a coordinated attack on Israel from Gaza on October 7, killing an estimated 1,200 people, including children, and kidnapping about 200 hostages. The massacre in Israel coincided with rising reports of antisemitism in the US and other countries."
11,0.4780270457267761,0.043945908546447754,"Israel retaliated by launching airstrikes on Gaza targeting Hamas, which often uses civilians as human shields. But the bombardment has also killed Palestinian civilians."
12,0.4131331443786621,0.17373371124267578,"More than 11,000 people have been killed, according to the Palestinian Ministry of Health in Ramallah, drawing from sources in Hamas-controlled Gaza. A UNICEF spokesperson says the organization’s figures have historically matched those of the of the Hamas-controlled health ministry."
13,0.2213867008686065,0.557226598262787,"Tuesday’s march comes as other protests have denounced Israel’s airstrikes in Gaza, which have destroyed homes and schools and severed access to life-saving care. Some Jewish activists are among those calling for a ceasefire to prevent more civilian deaths."
14,0.4914604127407074,0.017079174518585205,"Just blocks away from the site of Tuesday’s march, throngs of demonstrators recently gathered at Freedom Plaza in Washington to support Palestinian civilians and demand a ceasefire. Pro-Palestinian demonstrators have been arrested at similar events near the Capitol."
15,0.385621577501297,0.228756844997406,"While many have called for a humanitarian pause in the fighting, so that Palestinian civilians can be moved to safety, Israel has firmly rejected it, as long as Hamas continues to hold hostages. But Israel has agreed to four-hour, daily pauses in military operations in Gaza to allow for evacuations."
16,0.8752666115760803,0.7505332231521606,CNN’s Holmes Lybrand and Josh Campbell contributed to this report.
17,0.7481219172477722,0.49624383449554443,"When President Joe Biden meets Chinese President Xi Jinping on Wednesday for a rare, high-stakes summit, two major wars – the Ukraine-Russia conflict, now deep into its second year, and the Israel-Hamas war that has entered its second deadly month – will serve as the backdrop amid extraordinary global tumult."
