,posivite_score,bias_score,text
0,0.7730173468589783,0.5460346937179565,"BEIJING -- ""Peace and progress between China and the US is in the self-interest of each country and of the world,"" former US Secretary of State Dr. Henry A. Kissinger has said."
1,0.4795832931995392,0.04083341360092163,"In stark contrast to the previous rhetoric of so-called ""decoupling"" or ""de-risking"" from China peddled by some US politicians, recent new trends continue the positive interaction between China and the United States that has been going on for some time."
2,0.4382864534854889,0.12342709302902222,"Starting with US Secretary of State Antony Blinken's Beijing trip in June, several senior US officials have visited China one after another, including Treasury Secretary Janet Yellen, Special Presidential Envoy for Climate John Kerry, Commerce Secretary Gina Raimondo and Senate Majority Leader Chuck Schumer. They have stressed the importance and willingness to stabilize China-US relations."
3,0.3494355976581573,0.3011288046836854,"Last month, the two countries' economic working group and financial working group held their first meetings via video link."
4,0.8190367817878723,0.6380735635757446,"Moreover, continuous people-to-people exchanges have injected a steady stream of positive energy into the healthy development of bilateral relations."
5,0.7349261045455933,0.4698522090911865,"China has resumed group tours to the United States as direct flights increased; a special 50th anniversary concert was held in Beijing to celebrate the Philadelphia Orchestra's 1973 visit to China; Chinese artists performed the dance drama ""Mulan"" at the Kennedy Center in Washington; and more than 200 US exhibitors in various sectors have attended the sixth China International Import Expo, marking the largest US presence in the history of the expo."
6,0.4112772941589355,0.17744541168212902,"""Going forward, we need to find a right way for China and the United States to get along in the new era,"" said Chinese Ambassador to the United States Xie Feng at the Gala Dinner 2023 of the National Committee on US-China Relations last month."
7,0.1665950864553451,0.6668098270893098,"China and the United States are the world's two largest economies, representing one of the most important bilateral relations. Economic ties between the two countries are deeply intertwined. The two countries, and the world at large, cannot afford a miscalculation of each other's intentions and confrontation against each other."
8,0.4688843488693237,0.06223130226135265,"""What worries me about the current period is that we are focusing too much on the rivalry and not enough on the cooperation,"" world-renowned US political scientist Joseph Nye, also a former dean of Harvard's John F. Kennedy School of Government, said in July."
9,0.1696827858686447,0.6606344282627106,"""We have to think of how do we reconcile both competition and cooperation at the same time. Because if we fail to do that, we're going to all suffer, not just the United States and China, but the world climate and the world economy,"" Nye said during a recent think tank forum in Beijing last month."
10,0.6349359750747681,0.26987195014953613,China's rise is an opportunity rather than a challenge to the United States. The two economies are far more complementary than competitive. The two countries should pursue win-win outcomes rather than a zero-sum game and make the pie of common interests even bigger.
11,0.2791552245616913,0.44168955087661743,"""Despite the shouty rhetoric on both sides, the economic symbiosis remains strong, benefiting both US and Chinese consumers,"" said an opinion piece published in the Financial Times, adding ""overall trade between the two countries hit a record high last year."""
12,0.6797173023223877,0.3594346046447754,"""The continuing centrality of China to the US tech sector has been highlighted this year by the long line of chief executives trooping through the country. Prominent among them have been Elon Musk of Tesla, Tim Cook of Apple, Pat Gelsinger of Intel and Cristiano Amon of Qualcomm,"" said the opinion piece."
13,0.3712005317211151,0.2575989365577698,"An analysis by Nikkei Asia found that China still accounted for a significant share of these four US tech companies' revenues last year: 62 percent for Qualcomm, 27 percent for Intel, 22 percent for Tesla and 18 percent for Apple."
14,0.7148827314376831,0.4297654628753662,Such mutually beneficial cooperation has helped American families reduce their cost of living and American businesses reap huge profits.
15,0.699379026889801,0.39875805377960205,"""This intensification of Sino-American economic ties is driven by the decisions of millions of American consumers and thousands of American businesses in the marketplace,"" said an Asia Times editorial. ""It points to a natural co-evolution of the American and Chinese economies that governments should foster rather than try to frustrate."""
16,0.8018418550491333,0.6036837100982666,History has proved that close cooperation between China and the United States is of great significance not only to the two countries but to world peace and prosperity.
17,0.8651323318481445,0.7302646636962891,"""Cooperation between the US and China will strengthen both countries and benefit the world,"" said Jeffrey Sachs, economics professor and director of the Center for Sustainable Development at Columbia University. ""It is correct and indeed possible."""
18,0.5498309135437012,0.09966182708740234,"Amid geopolitical tensions, such as the ongoing crisis in Ukraine and fighting in the Gaza Strip, cooperation between the two countries is more urgently needed than ever before."
19,0.7072354555130005,0.414470911026001,"""The latest war in Gaza not only serves as a reminder to Americans that China is not a threat to America or world peace, but also offers an opportunity for Washington and Beijing to work together on common global challenges, including the conflict in the Middle East,"" said an opinion piece published in The Hill. ""It's time to reboot America's China policy."""
20,0.737885594367981,0.4757711887359619,"The achievements of China-US relations have not come easily and should be cherished. Both countries should take a responsible attitude, proceed from the well-being of the two peoples, and properly handle and develop bilateral relations to continue the precious legacy of friendship."
21,0.8834092617034912,0.7668185234069824,"The world is big enough to accommodate the development and prosperity of both China and the United States. The two countries should look forward, proceed from the Xi-Biden Bali summit towards a San Francisco summit, and push for the steady and sound development of China-US relations in line with the three principles of mutual respect, peaceful coexistence and win-win cooperation."
22,0.6679551601409912,0.3359103202819824,"If the two sides can approach each other to embrace dialogue over confrontation and tear down walls instead of building them, it will not be a daunting task for the two countries to join hands for common development."
23,0.7415921092033386,0.48318421840667725,"The 22 member nations of the European Space Agency, or ESA, have given their unanimous backing to the partial opening up of their cargo supply service to the International Space Station to the commercial sector, through a design competition."
24,0.4311423003673553,0.13771539926528942,"At a meeting in the Spanish city of Seville, delegates backed a plan for the use of a robotic capsule, whose maiden voyage is scheduled to be in 2028, and whose design will be chosen through a competition, with the winner receiving some support and funding, but then having to sell back the service to the ESA."
25,0.5536896586418152,0.10737931728363037,"The new way of operating would be similar to how NASA has begun to work in the United States, which opened the door for the involvement of Elon Musk's private SpaceX company."
26,0.3571130931377411,0.2857738137245178,"""We will conceive (the capsule) in a way that it's not a dead end, meaning that it's open and can evolve in the future to a crew vehicle, if member states decide to do so,"" ESA Director-General Josef Aschbacher told reporters. ""Eventually, it could also evolve (to go to) other destinations, possibly to the moon."""
27,0.5010010600090027,0.002002120018005371,"Last month, he told the European Parliament that ""in the next decade you will be sure there will be first developments of houses, infrastructure (on the moon)""."
28,0.1929537206888198,0.6140925586223605,"A series of setbacks with the ESA's Vega-C lifting rocket, which endured a high-profile failure after its launch in December, losing two satellites in process, and delays to the Ariane 6 vehicle, which was first approved nine years ago, mean extra funding has been needed to put these issues right."
29,0.2990252673625946,0.4019494652748108,"There is a feeling that future projects must avoid such problems, and the commercial input will lessen the burden on European taxpayers."
